#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density	bases
6	q	12e	3970	4028	67214287	68142857	gpos	100	928571
6	q	12f	4029	4088	68142858	69071429	gpos	100	928572
6	q	12g	4089	4147	69071430	70000000	gpos	100	928571
6	q	13	4147	4324	70000000	75900000	gneg		5900001
6	q	13a	4147	4206	70000000	71966667	gneg		1966668
6	q	13b	4207	4265	71966668	73933333	gneg		1966666
6	q	13c	4266	4324	73933334	75900000	gneg		1966667
6	q	14	4324	4917	75900000	87500000			11600001
6	q	14.1	4324	4621	75900000	83900000	gpos	50	8000001
6	q	14.1a	4324	4383	75900000	77500000	gpos	50	1600001
6	q	14.1b	4384	4443	77500001	79100000	gpos	50	1600000
6	q	14.1c	4444	4502	79100001	80700000	gpos	50	1600000
6	q	14.1d	4503	4562	80700001	82300000	gpos	50	1600000
6	q	14.1e	4563	4621	82300001	83900000	gpos	50	1600000
6	q	14.2	4621	4709	83900000	84700000	gneg		800001
6	q	14.2a	4621	4665	83900000	84300000	gneg		400001
6	q	14.2b	4666	4709	84300001	84700000	gneg		400000
6	q	14.3	4709	4917	84700000	87500000	gpos	50	2800001
6	q	14.3a	4709	4761	84700000	85400000	gpos	50	700001
6	q	14.3b	4762	4813	85400001	86100000	gpos	50	700000
6	q	14.3c	4814	4865	86100001	86800000	gpos	50	700000
6	q	14.3d	4866	4917	86800001	87500000	gpos	50	700000
6	q	15	4917	5228	87500000	92100000	gneg		4600001
6	q	15a	4917	4979	87500000	88420000	gneg		920001
6	q	15b	4980	5041	88420001	89340000	gneg		920000
6	q	15c	5042	5104	89340001	90260000	gneg		920000
6	q	15d	5105	5166	90260001	91180000	gneg		920000
6	q	15e	5167	5228	91180001	92100000	gneg		920000
6	q	16	5228	5983	92100000	104800000			12700001
6	q	16.1	5228	5613	92100000	98700000	gpos	100	6600001
6	q	16.1a	5228	5283	92100000	93042857	gpos	100	942858
6	q	16.1b	5284	5338	93042858	93985714	gpos	100	942857
6	q	16.1c	5339	5393	93985715	94928571	gpos	100	942857
6	q	16.1d	5394	5448	94928572	95871429	gpos	100	942858
6	q	16.1e	5449	5503	95871430	96814286	gpos	100	942857
6	q	16.1f	5504	5558	96814287	97757143	gpos	100	942857
6	q	16.1g	5559	5613	97757144	98700000	gpos	100	942857
6	q	16.2	5613	5687	98700000	99900000	gneg		1200001
6	q	16.2a	5613	5687	98700000	99900000	gneg		1200001
6	q	16.3	5687	5983	99900000	104800000	gpos	100	4900001
6	q	16.3a	5687	5746	99900000	100880000	gpos	100	980001
6	q	16.3b	5747	5805	100880001	101860000	gpos	100	980000
6	q	16.3c	5806	5865	101860001	102840000	gpos	100	980000
6	q	16.3d	5866	5924	102840001	103820000	gpos	100	980000
6	q	16.3e	5925	5983	103820001	104800000	gpos	100	980000
6	q	2	5983	10100	104800000	170899992			66099993
6	q	21	5983	6531	104800000	113900000	gneg		9100001
6	q	21a	5983	6038	104800000	105710000	gneg		910001
6	q	21b	6039	6093	105710001	106620000	gneg		910000
6	q	21c	6094	6147	106620001	107530000	gneg		910000
6	q	21d	6148	6202	107530001	108440000	gneg		910000
6	q	21e	6203	6257	108440001	109350000	gneg		910000
6	q	21f	6258	6312	109350001	110260000	gneg		910000
6	q	21g	6313	6367	110260001	111170000	gneg		910000
6	q	21h	6368	6421	111170001	112080000	gneg		910000
6	q	21i	6422	6476	112080001	112990000	gneg		910000
6	q	21j	6477	6531	112990001	113900000	gneg		910000
6	q	22	6531	7642	113900000	130400000			16500001
6	q	22.1	6531	6753	113900000	117100000	gpos	75	3200001
6	q	22.1a	6531	6587	113900000	114700000	gpos	75	800001
6	q	22.1b	6588	6642	114700001	115500000	gpos	75	800000
6	q	22.1c	6643	6698	115500001	116300000	gpos	75	800000
6	q	22.1d	6699	6753	116300001	117100000	gpos	75	800000
6	q	22.2	6753	6872	117100000	118600000	gneg		1500001
6	q	22.2a	6753	6813	117100000	117850000	gneg		750001
6	q	22.2b	6814	6872	117850001	118600000	gneg		750000
6	q	22.3	6872	7642	118600000	130400000			11800001
6	q	22.31	6872	7168	118600000	126200000	gpos	100	7600001
6	q	22.31a	6872	6931	118600000	120120000	gpos	100	1520001
6	q	22.31b	6932	6990	120120001	121640000	gpos	100	1520000
6	q	22.31c	6991	7050	121640001	123160000	gpos	100	1520000
6	q	22.31d	7051	7109	123160001	124680000	gpos	100	1520000
6	q	22.31e	7110	7168	124680001	126200000	gpos	100	1520000
6	q	22.32	7168	7345	126200000	127300000	gneg		1100001
6	q	22.32a	7168	7227	126200000	126566667	gneg		366668
6	q	22.32b	7228	7286	126566668	126933333	gneg		366666
6	q	22.32c	7287	7345	126933334	127300000	gneg		366667
6	q	22.33	7345	7642	127300000	130400000	gpos	75	3100001
6	q	22.33a	7345	7404	127300000	127920000	gpos	75	620001
6	q	22.33b	7405	7464	127920001	128540000	gpos	75	620000
6	q	22.33c	7465	7523	128540001	129160000	gpos	75	620000
6	q	22.33d	7524	7583	129160001	129780000	gpos	75	620000
6	q	22.33e	7584	7642	129780001	130400000	gpos	75	620000
6	q	23	7642	8352	130400000	139100000			8700001
6	q	23.1	7642	7923	130400000	131300000	gneg		900001
6	q	23.1a	7642	7698	130400000	130580000	gneg		180001
6	q	23.1b	7699	7754	130580001	130760000	gneg		180000
6	q	23.1c	7755	7811	130760001	130940000	gneg		180000
6	q	23.1d	7812	7867	130940001	131120000	gneg		180000
6	q	23.1e	7868	7923	131120001	131300000	gneg		180000
6	q	23.2	7923	8145	131300000	135200000	gpos	50	3900001
6	q	23.2a	7923	7979	131300000	132275000	gpos	50	975001
6	q	23.2b	7980	8034	132275001	133250000	gpos	50	975000
6	q	23.2c	8035	8090	133250001	134225000	gpos	50	975000
6	q	23.2d	8091	8145	134225001	135200000	gpos	50	975000
6	q	23.3	8145	8352	135200000	139100000	gneg		3900001
6	q	23.3a	8145	8197	135200000	136175000	gneg		975001
6	q	23.3b	8198	8249	136175001	137150000	gneg		975000
6	q	23.3c	8250	8300	137150001	138125000	gneg		975000
6	q	23.3d	8301	8352	138125001	139100000	gneg		975000
6	q	24	8352	8886	139100000	149100000			10000001
6	q	24.1	8352	8560	139100000	142900000	gpos	75	3800001
6	q	24.1a	8352	8404	139100000	140050000	gpos	75	950001
6	q	24.1b	8405	8456	140050001	141000000	gpos	75	950000
6	q	24.1c	8457	8508	141000001	141950000	gpos	75	950000
6	q	24.1d	8509	8560	141950001	142900000	gpos	75	950000
6	q	24.2	8560	8708	142900000	145700000	gneg		2800001
6	q	24.2a	8560	8609	142900000	143833333	gneg		933334
6	q	24.2b	8610	8659	143833334	144766667	gneg		933334
6	q	24.2c	8660	8708	144766668	145700000	gneg		933333
6	q	24.3	8708	8886	145700000	149100000	gpos	75	3400001
6	q	24.3a	8708	8767	145700000	146833333	gpos	75	1133334
6	q	24.3b	8768	8827	146833334	147966667	gpos	75	1133334
6	q	24.3c	8828	8886	147966668	149100000	gpos	75	1133333
6	q	25	8886	9596	149100000	160900000			11800001
6	q	25.1	8886	9078	149100000	152600000	gneg		3500001
6	q	25.1a	8886	8950	149100000	150266667	gneg		1166668
6	q	25.1b	8951	9014	150266668	151433333	gneg		1166666
6	q	25.1c	9015	9078	151433334	152600000	gneg		1166667
6	q	25.2	9078	9241	152600000	155600000	gpos	50	3000001
6	q	25.2a	9078	9132	152600000	153600000	gpos	50	1000001
6	q	25.2b	9133	9187	153600001	154600000	gpos	50	1000000
6	q	25.2c	9188	9241	154600001	155600000	gpos	50	1000000
6	q	25.3	9241	9596	155600000	160900000	gneg		5300001
6	q	25.3a	9241	9300	155600000	156483333	gneg		883334
6	q	25.3b	9301	9359	156483334	157366667	gneg		883334
6	q	25.3c	9360	9418	157366668	158250000	gneg		883333
6	q	25.3d	9419	9478	158250001	159133333	gneg		883333
6	q	25.3e	9479	9537	159133334	160016667	gneg		883334
6	q	25.3f	9538	9596	160016668	160900000	gneg		883333
6	q	26	9596	9774	160900000	164400000	gpos	50	3500001
6	q	26a	9596	9655	160900000	162066667	gpos	50	1166668
6	q	26b	9656	9715	162066668	163233333	gpos	50	1166666
6	q	26c	9716	9774	163233334	164400000	gpos	50	1166667
6	q	27	9774	10100	164400000	170899992	gneg		6499993
6	q	27a	9774	9828	164400000	165483332	gneg		1083333
6	q	27b	9829	9883	165483333	166566664	gneg		1083332
6	q	27c	9884	9937	166566665	167649996	gneg		1083332
6	q	27d	9938	9991	167649997	168733328	gneg		1083332
6	q	27e	9992	10046	168733329	169816660	gneg		1083332
6	q	27f	10047	10100	169816661	170899992	gneg		1083332
6	q	ter	10100	10101	170899993	170899993			1
7	p	ter	0	1	0	0			1
7	p		0	3448	1	59100000			59100000
7	p	2	0	1121	1	19500000			19500000
7	p	22	0	610	1	7200000			7200000
7	p	22.3	0	227	1	2100000	gneg		2100000
7	p	22.3d	0	57	1	525001	gneg		525001
7	p	22.3c	58	114	525002	1050001	gneg		525000
7	p	22.3b	115	170	1050002	1575000	gneg		524999
7	p	22.3a	171	227	1575001	2100000	gneg		525000
7	p	22.2	227	397	2100000	4500000	gpos	25	2400001
7	p	22.2c	227	284	2100000	2900000	gpos	25	800001
7	p	22.2b	285	340	2900001	3700000	gpos	25	800000
7	p	22.2a	341	397	3700001	4500000	gpos	25	800000
7	p	22.1	397	610	4500000	7200000	gneg		2700001
7	p	22.1d	397	450	4500000	5175000	gneg		675001
7	p	22.1c	451	504	5175001	5850000	gneg		675000
7	p	22.1b	505	557	5850001	6525000	gneg		675000
7	p	22.1a	558	610	6525001	7200000	gneg		675000
7	p	21	610	1121	7200000	19500000			12300001
7	p	21.3	610	908	7200000	13300000	gpos	100	6100001
7	p	21.3e	610	670	7200000	8420000	gpos	100	1220001
7	p	21.3d	671	729	8420001	9640000	gpos	100	1220000
7	p	21.3c	730	789	9640001	10860000	gpos	100	1220000
7	p	21.3b	790	848	10860001	12080000	gpos	100	1220000
7	p	21.3a	849	908	12080001	13300000	gpos	100	1220000
7	p	21.2	908	965	13300000	15200000	gneg		1900001
7	p	21.2a	908	965	13300000	15200000	gneg		1900001
7	p	21.1	965	1121	15200000	19500000	gpos	100	4300001
7	p	21.1c	965	1017	15200000	16633333	gpos	100	1433334
7	p	21.1b	1018	1069	16633334	18066667	gpos	100	1433334
7	p	21.1a	1070	1121	18066668	19500000	gpos	100	1433333
7	p	1	1121	3448	19500000	59100000			39600001
7	p	15	1121	1816	19500000	31800000			12300001
7	p	15.3	1121	1419	19500000	24900000	gneg		5400001
7	p	15.3e	1121	1181	19500000	20580000	gneg		1080001
7	p	15.3d	1182	1240	20580001	21660000	gneg		1080000
7	p	15.3c	1241	1300	21660001	22740000	gneg		1080000
7	p	15.3b	1301	1359	22740001	23820000	gneg		1080000
7	p	15.3a	1360	1419	23820001	24900000	gneg		1080000
7	p	15.2	1419	1589	24900000	28000000	gpos	50	3100001
7	p	15.2c	1419	1476	24900000	25933333	gpos	50	1033334
7	p	15.2b	1477	1532	25933334	26966667	gpos	50	1033334
7	p	15.2a	1533	1589	26966668	28000000	gpos	50	1033333
7	p	15.1	1589	1816	28000000	31800000	gneg		3800001
7	p	15.1d	1589	1646	28000000	28950000	gneg		950001
7	p	15.1c	1647	1703	28950001	29900000	gneg		950000
7	p	15.1b	1704	1759	29900001	30850000	gneg		950000
7	p	15.1a	1760	1816	30850001	31800000	gneg		950000
7	p	14	1816	2327	31800000	43300000			11500001
7	p	14.3	1816	1986	31800000	35600000	gpos	75	3800001
7	p	14.3c	1816	1873	31800000	33066667	gpos	75	1266668
7	p	14.3b	1874	1929	33066668	34333333	gpos	75	1266666
7	p	14.3a	1930	1986	34333334	35600000	gpos	75	1266667
7	p	14.2	1986	2043	35600000	37500000	gneg		1900001
7	p	14.2a	1986	2043	35600000	37500000	gneg		1900001
7	p	14.1	2043	2327	37500000	43300000	gpos	75	5800001
7	p	14.1e	2043	2100	37500000	38660000	gpos	75	1160001
7	p	14.1d	2101	2157	38660001	39820000	gpos	75	1160000
7	p	14.1c	2158	2213	39820001	40980000	gpos	75	1160000
7	p	14.1b	2214	2270	40980001	42140000	gpos	75	1160000
7	p	14.1a	2271	2327	42140001	43300000	gpos	75	1160000
7	p	13	2327	2639	43300000	46600000	gneg		3300001
7	p	13e	2327	2389	43300000	43960000	gneg		660001
7	p	13d	2390	2452	43960001	44620000	gneg		660000
7	p	13c	2453	2514	44620001	45280000	gneg		660000
7	p	13b	2515	2577	45280001	45940000	gneg		660000
7	p	13a	2578	2639	45940001	46600000	gneg		660000
7	p	12	2639	3093	46600000	53900000			7300001
7	p	12.3	2639	2838	46600000	49800000	gpos	75	3200001
7	p	12.3c	2639	2705	46600000	47666667	gpos	75	1066668
7	p	12.3b	2706	2772	47666668	48733333	gpos	75	1066666
7	p	12.3a	2773	2838	48733334	49800000	gpos	75	1066667
7	p	12.2	2838	2909	49800000	50900000	gneg		1100001
7	p	12.2a	2838	2909	49800000	50900000	gneg		1100001
7	p	12.1	2909	3093	50900000	53900000	gpos	75	3000001
7	p	12.1c	2909	2970	50900000	51900000	gpos	75	1000001
7	p	12.1b	2971	3032	51900001	52900000	gpos	75	1000000
7	p	12.1a	3033	3093	52900001	53900000	gpos	75	1000000
7	p	11	3093	3448	53900000	59100000			5200001
7	p	11.2	3093	3306	53900000	57400000	gneg		3500001
7	p	11.2d	3093	3146	53900000	54775000	gneg		875001
7	p	11.2c	3147	3200	54775001	55650000	gneg		875000
7	p	11.2b	3201	3253	55650001	56525000	gneg		875000
7	p	11.2a	3254	3306	56525001	57400000	gneg		875000
7	p	11.1	3306	3448	57400000	59100000	acen		1700001
7	p	11.1b	3306	3377	57400000	58250000	acen		850001
7	p	11.1a	3378	3448	58250001	59100000	acen		850000
7	cen		3448	3448	59100000	59100000			1
7	p	10	3448	3448	59100000	59100000			1
7	q		3448	9350	59100000	158821424			99721425
7	q	1	3448	4597	59100000	77400000			18300001
7	q	10	3448	3448	59100000	59100000			1
7	q	11	3448	4597	59100000	77400000			18300001
7	q	11.1	3448	3689	59100000	61100000	acen		2000001
7	q	11.1a	3448	3508	59100000	59600000	acen		500001
7	q	11.1b	3509	3569	59600001	60100000	acen		500000
7	q	11.1c	3570	3629	60100001	60600000	acen		500000
7	q	11.1d	3630	3689	60600001	61100000	acen		500000
7	q	11.2	3689	4597	61100000	77400000			16300001
7	q	11.21	3689	3973	61100000	66100000	gneg		5000001
7	q	11.21a	3689	3746	61100000	62100000	gneg		1000001
7	q	11.21b	3747	3803	62100001	63100000	gneg		1000000
7	q	11.21c	3804	3859	63100001	64100000	gneg		1000000
7	q	11.21d	3860	3916	64100001	65100000	gneg		1000000
7	q	11.21e	3917	3973	65100001	66100000	gneg		1000000
7	q	11.22	3973	4171	66100000	71800000	gpos	50	5700001
7	q	11.22a	3973	4039	66100000	68000000	gpos	50	1900001
7	q	11.22b	4040	4105	68000001	69900000	gpos	50	1900000
7	q	11.22c	4106	4171	69900001	71800000	gpos	50	1900000
7	q	11.23	4171	4597	71800000	77400000	gneg		5600001
7	q	11.23a	4171	4232	71800000	72600000	gneg		800001
7	q	11.23b	4233	4293	72600001	73400000	gneg		800000
7	q	11.23c	4294	4354	73400001	74200000	gneg		800000
7	q	11.23d	4355	4414	74200001	75000000	gneg		800000
7	q	11.23e	4415	4475	75000001	75800000	gneg		800000
7	q	11.23f	4476	4536	75800001	76600000	gneg		800000
7	q	11.23g	4537	4597	76600001	77400000	gneg		800000
7	q	2	4597	6470	77400000	107200000			29800001
7	q	21	4597	5661	77400000	97900000			20500001
7	q	21.1	4597	5292	77400000	90900000			13500001
7	q	21.11	4597	4994	77400000	86200000	gpos	100	8800001
7	q	21.11a	4597	4654	77400000	78657143	gpos	100	1257144
7	q	21.11b	4655	4710	78657144	79914286	gpos	100	1257143
7	q	21.11c	4711	4767	79914287	81171429	gpos	100	1257143
7	q	21.11d	4768	4824	81171430	82428571	gpos	100	1257142
7	q	21.11e	4825	4881	82428572	83685714	gpos	100	1257143
7	q	21.11f	4882	4937	83685715	84942857	gpos	100	1257143
7	q	21.11g	4938	4994	84942858	86200000	gpos	100	1257143
7	q	21.12	4994	5108	86200000	88000000	gneg		1800001
7	q	21.12a	4994	5051	86200000	87100000	gneg		900001
7	q	21.12b	5052	5108	87100001	88000000	gneg		900000
7	q	21.13	5108	5292	88000000	90900000	gpos	75	2900001
7	q	21.13a	5108	5169	88000000	88966667	gpos	75	966668
7	q	21.13b	5170	5231	88966668	89933333	gpos	75	966666
7	q	21.13c	5232	5292	89933334	90900000	gpos	75	966667
7	q	21.2	5292	5406	90900000	92600000	gneg		1700001
7	q	21.2a	5292	5349	90900000	91750000	gneg		850001
7	q	21.2b	5350	5406	91750001	92600000	gneg		850000
7	q	21.3	5406	5661	92600000	97900000	gpos	75	5300001
7	q	21.3a	5406	5470	92600000	93925000	gpos	75	1325001
7	q	21.3b	5471	5534	93925001	95250000	gpos	75	1325000
7	q	21.3c	5535	5597	95250001	96575000	gpos	75	1325000
7	q	21.3d	5598	5661	96575001	97900000	gpos	75	1325000
7	q	22	5661	6470	97900000	107200000			9300001
7	q	22.1	5661	6129	97900000	104400000	gneg		6500001
7	q	22.1a	5661	5720	97900000	98712500	gneg		812501
7	q	22.1b	5721	5778	98712501	99525000	gneg		812500
7	q	22.1c	5779	5837	99525001	100337500	gneg		812500
7	q	22.1d	5838	5895	100337501	101150000	gneg		812500
7	q	22.1e	5896	5954	101150001	101962500	gneg		812500
7	q	22.1f	5955	6012	101962501	102775000	gneg		812500
7	q	22.1g	6013	6071	102775001	103587500	gneg		812500
7	q	22.1h	6072	6129	103587501	104400000	gneg		812500
7	q	22.2	6129	6300	104400000	105900000	gpos	50	1500001
7	q	22.2a	6129	6186	104400000	104900000	gpos	50	500001
7	q	22.2b	6187	6243	104900001	105400000	gpos	50	500000
7	q	22.2c	6244	6300	105400001	105900000	gpos	50	500000
7	q	22.3	6300	6470	105900000	107200000	gneg		1300001
7	q	22.3a	6300	6357	105900000	106333333	gneg		433334
7	q	22.3b	6358	6413	106333334	106766667	gneg		433334
7	q	22.3c	6414	6470	106766668	107200000	gneg		433333
7	q	3	6470	9350	107200000	158821424			51621425
7	q	31	6470	7364	107200000	126900000			19700001
7	q	31.1	6470	6683	107200000	114400000	gpos	75	7200001
7	q	31.1a	6470	6523	107200000	109000000	gpos	75	1800001
7	q	31.1b	6524	6577	109000001	110800000	gpos	75	1800000
7	q	31.1c	6578	6630	110800001	112600000	gpos	75	1800000
7	q	31.1d	6631	6683	112600001	114400000	gpos	75	1800000
7	q	31.2	6683	6867	114400000	117200000	gneg		2800001
7	q	31.2a	6683	6744	114400000	115333333	gneg		933334
7	q	31.2b	6745	6806	115333334	116266667	gneg		933334
7	q	31.2c	6807	6867	116266668	117200000	gneg		933333
7	q	31.3	6867	7364	117200000	126900000			9700001
7	q	31.31	6867	7094	117200000	120900000	gpos	75	3700001
7	q	31.31a	6867	6924	117200000	118125000	gpos	75	925001
7	q	31.31b	6925	6981	118125001	119050000	gpos	75	925000
7	q	31.31c	6982	7037	119050001	119975000	gpos	75	925000
7	q	31.31d	7038	7094	119975001	120900000	gpos	75	925000
7	q	31.32	7094	7208	120900000	123600000	gneg		2700001
7	q	31.32a	7094	7151	120900000	122250000	gneg		1350001
7	q	31.32b	7152	7208	122250001	123600000	gneg		1350000
7	q	31.33	7208	7364	123600000	126900000	gpos	75	3300001
7	q	31.33a	7208	7260	123600000	124700000	gpos	75	1100001
7	q	31.33b	7261	7312	124700001	125800000	gpos	75	1100000
7	q	31.33c	7313	7364	125800001	126900000	gpos	75	1100000
7	q	32	7364	7803	126900000	132400000			5500001
7	q	32.1	7364	7449	126900000	129000000	gneg		2100001
7	q	32.1a	7364	7449	126900000	129000000	gneg		2100001
7	q	32.2	7449	7576	129000000	130100000	gpos	25	1100001
7	q	32.2a	7449	7513	129000000	129550000	gpos	25	550001
7	q	32.2b	7514	7576	129550001	130100000	gpos	25	550000
7	q	32.3	7576	7803	130100000	132400000	gneg		2300001
7	q	32.3a	7576	7633	130100000	130675000	gneg		575001
7	q	32.3b	7634	7690	130675001	131250000	gneg		575000
7	q	32.3c	7691	7746	131250001	131825000	gneg		575000
7	q	32.3d	7747	7803	131825001	132400000	gneg		575000
7	q	33	7803	8031	132400000	137300000	gpos	50	4900001
7	q	33a	7803	7860	132400000	133625000	gpos	50	1225001
7	q	33b	7861	7917	133625001	134850000	gpos	50	1225000
7	q	33c	7918	7974	134850001	136075000	gpos	50	1225000
7	q	33d	7975	8031	136075001	137300000	gpos	50	1225000
7	q	34	8031	8371	137300000	142800000	gneg		5500001
7	q	34a	8031	8088	137300000	138216667	gneg		916668
7	q	34b	8089	8144	138216668	139133333	gneg		916666
7	q	34c	8145	8201	139133334	140050000	gneg		916667
7	q	34d	8202	8258	140050001	140966667	gneg		916667
7	q	34e	8259	8314	140966668	141883333	gneg		916666
7	q	34f	8315	8371	141883334	142800000	gneg		916667
7	q	35	8371	8612	142800000	147500000	gpos	75	4700001
7	q	35a	8371	8431	142800000	143975000	gpos	75	1175001
7	q	35b	8432	8492	143975001	145150000	gpos	75	1175000
7	q	35c	8493	8552	145150001	146325000	gpos	75	1175000
7	q	35d	8553	8612	146325001	147500000	gpos	75	1175000
7	q	36	8612	9350	147500000	158821424			11321425
7	q	36.1	8612	8910	147500000	152200000	gneg		4700001
7	q	36.1a	8612	8672	147500000	148440000	gneg		940001
7	q	36.1b	8673	8731	148440001	149380000	gneg		940000
7	q	36.1c	8732	8791	149380001	150320000	gneg		940000
7	q	36.1d	8792	8850	150320001	151260000	gneg		940000
7	q	36.1e	8851	8910	151260001	152200000	gneg		940000
7	q	36.2	8910	9080	152200000	154700000	gpos	25	2500001
7	q	36.2a	8910	8967	152200000	153033333	gpos	25	833334
7	q	36.2b	8968	9023	153033334	153866667	gpos	25	833334
7	q	36.2c	9024	9080	153866668	154700000	gpos	25	833333
7	q	36.3	9080	9350	154700000	158821424	gneg		4121425
7	q	36.3a	9080	9134	154700000	155524285	gneg		824286
7	q	36.3b	9135	9188	155524286	156348570	gneg		824285
7	q	36.3c	9189	9242	156348571	157172854	gneg		824284
7	q	36.3d	9243	9296	157172855	157997139	gneg		824285
7	q	36.3e	9297	9350	157997140	158821424	gneg		824285
7	q	ter	9350	9351	158821425	158821425			1
8	p	ter	0	1	0	0			1
8	p		0	2472	1	45200000			45200000
8	p	2	0	1639	1	29700000			29700000
8	p	23	0	690	1	12700000			12700000
8	p	23.3	0	115	1	2200000	gneg		2200000
8	p	23.3b	0	58	1	1100001	gneg		1100001
8	p	23.3a	59	115	1100002	2200000	gneg		1099999
8	p	23.2	115	331	2200000	6200000	gpos	75	4000001
8	p	23.2d	115	169	2200000	3200000	gpos	75	1000001
8	p	23.2c	170	223	3200001	4200000	gpos	75	1000000
8	p	23.2b	224	277	4200001	5200000	gpos	75	1000000
8	p	23.2a	278	331	5200001	6200000	gpos	75	1000000
8	p	23.1	331	690	6200000	12700000	gneg		6500001
8	p	23.1f	331	391	6200000	7283333	gneg		1083334
8	p	23.1e	392	451	7283334	8366667	gneg		1083334
8	p	23.1d	452	510	8366668	9450000	gneg		1083333
8	p	23.1c	511	570	9450001	10533333	gneg		1083333
8	p	23.1b	571	630	10533334	11616667	gneg		1083334
8	p	23.1a	631	690	11616668	12700000	gneg		1083333
8	p	22	690	992	12700000	19100000	gpos	100	6400001
8	p	22e	690	750	12700000	13980000	gpos	100	1280001
8	p	22d	751	811	13980001	15260000	gpos	100	1280000
8	p	22c	812	871	15260001	16540000	gpos	100	1280000
8	p	22b	872	932	16540001	17820000	gpos	100	1280000
8	p	22a	933	992	17820001	19100000	gpos	100	1280000
8	p	21	992	1639	19100000	29700000			10600001
8	p	21.3	992	1179	19100000	23400000	gneg		4300001
8	p	21.3c	992	1054	19100000	20533333	gneg		1433334
8	p	21.3b	1055	1117	20533334	21966667	gneg		1433334
8	p	21.3a	1118	1179	21966668	23400000	gneg		1433333
8	p	21.2	1179	1380	23400000	27400000	gpos	50	4000001
